targetname,datetime_str,datetime_jd,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,IB_elong,IB_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,H,G
Arche (543),2023-Oct-01 00:00,2460218.5,,,35.56914,12.61161,37.40316,3.03762,16.62538,-1.74616,,,,,896.104,-1154.52,142.171,,999,,,,100.0,,1461.567,*,,,,,,96.0,0.0,,,37.4347,-1.4597,4.85493095906,1.5291794,4.85493095905966,1.5291794,40.37722956,16.4219894,16.4219895,0.0,/*,0.0031,,,16.6956,,,0.00033,Ari,69.182355,37.4347347,-1.4597386,,,154.851652,-44.557257,,8.328331,,,,,,,,,,,,,,,0.0031,37.4332,-1.4597,,
Arche (543),2023-Oct-02 00:00,2460219.5,,,35.67735,12.6471,37.51411,3.026,16.6125,-1.73903,,,,,968.697,-1167.3,140.3,,999,,,,100.0,,1516.991,*,,,,,,95.98,0.0,,,37.5462,-1.4603,4.855826449223,1.5718435,4.85582644922328,1.5718435,40.38467713,16.4158211,16.4158211,0.0,/*,0.0031,,,17.4005,,,0.00031,Ari,69.182353,37.5461696,-1.4603042,,,154.957284,-44.475179,,8.325973,,,,,,,,,,,,,,,0.0031,37.5446,-1.4603,,
Kallichore (544),2023-Oct-01 00:00,2460218.5,,,34.18631,12.72852,36.22417,3.70746,11.14636,-1.50115,,,,,-3340.98,1256.915,290.649,,999,,,,100.0,,3569.012,*,,,,,,97.67,0.0,,,36.1974,-0.9089,5.054955069438,-1.7588945,5.05495506943765,-1.7588945,42.04077936,11.5881065,11.5881067,0.0,/*,0.0022,,,134.0851,,,0.00227,Ari,69.182355,36.1973561,-0.9088784,,,153.09553,-45.088746,,8.328331,,,,,,,,,,,,,,,0.0022,36.1963,-0.9088,,
Kallichore (544),2023-Oct-02 00:00,2460219.5,,,34.25987,12.75062,36.29872,3.69742,11.17234,-1.51071,,,,,-3399.23,1249.817,290.219,,999,,,,100.0,,3621.124,*,,,,,,97.7,0.0,,,36.2724,-0.9116,5.05393104085,-1.7871367,5.05393104084968,-1.7871367,42.03226278,11.6173246,11.6173248,0.0,/*,0.0022,,,133.2715,,,0.00228,Ari,69.182353,36.272386,-0.9116119,,,153.171412,-45.036184,,8.325973,,,,,,,,,,,,,,,0.0022,36.2713,-0.9116,,
Helike (545),2023-Oct-01 00:00,2460218.5,,,36.3139,13.13762,38.28331,3.21494,15.39866,-0.12921,,,,,4059.213,-516.172,97.214,,999,,,,100.0,,4092.191,*,,,,,,90.48,0.0,,,38.2917,-1.1956,4.893759237598,2.4938244,4.89375923759831,2.4938244,40.70015451,15.3857895,15.3857895,0.0,/*,0.0029,,,51.69,,,-0.00317,Ari,69.182355,38.2917375,-1.1956399,,,155.379351,-43.744572,,8.328331,,,,,,,,,,,,,,,0.0029,38.2903,-1.1958,,
Helike (545),2023-Oct-02 00:00,2460219.5,,,36.41012,13.17928,38.38601,3.21408,15.36379,-0.12749,,,,,4102.199,-490.208,96.781,,999,,,,100.0,,4131.664,*,,,,,,90.48,0.0,,,38.3939,-1.1862,4.895206735118,2.5187046,4.8952067351185,2.5187046,40.71219298,15.3603311,15.3603311,0.0,/*,0.0029,,,52.4345,,,-0.00317,Ari,69.182353,38.3938681,-1.1861955,,,155.463975,-43.662275,,8.325973,,,,,,,,,,,,,,,0.0029,38.3924,-1.1863,,
Carpo (546),2023-Oct-01 00:00,2460218.5,,,35.98255,12.49258,37.72122,2.76176,12.88705,-2.99487,,,,,2039.149,-2147.61,136.46,,999,,,,100.0,,2961.883,*,,,,,,103.08,0.0,,,37.7784,-1.7027,4.857625606924,-0.8559362,4.85762560692448,-0.8559362,40.39964027,12.9760875,12.9760877,0.0,/*,0.0025,,,31.8284,,,0.00485,Ari,69.182355,37.7783592,-1.7026629,,,155.427318,-44.465178,,8.328331,,,,,,,,,,,,,,,0.0025,37.7771,-1.7025,,
Carpo (546),2023-Oct-02 00:00,2460219.5,,,36.07107,12.51005,37.8072,2.74183,12.87894,-2.9852,,,,,2022.041,-2190.33,137.264,,999,,,,100.0,,2981.371,*,,,,,,103.05,0.0,,,37.8658,-1.7139,4.857137508951,-0.8343533,4.85713750895108,-0.8343533,40.39558088,12.9635395,12.9635396,0.0,/*,0.0025,,,31.8489,,,0.00481,Ari,69.182353,37.8658438,-1.7139377,,,155.520804,-44.407575,,8.325973,,,,,,,,,,,,,,,0.0025,37.8646,-1.7138,,
Eukelade (547),2023-Oct-01 00:00,2460218.5,,,36.58205,12.96562,38.45025,2.9503,11.74426,-1.48284,,,,,4659.155,-1468.87,107.459,,999,,,,100.0,,4886.104,*,,,,,,97.2,0.0,,,38.4842,-1.4422,5.116357350917,1.6711942,5.11635735091731,1.6711942,42.55144657,12.315566,12.315566,0.0,/*,0.0023,,,140.1937,,,0.00113,Ari,69.182355,38.4842247,-1.4421956,,,155.811398,-43.765406,,8.328331,,,,,,,,,,,,,,,0.0023,38.4831,-1.4422,,
Eukelade (547),2023-Oct-02 00:00,2460219.5,,,36.65937,12.98895,38.52861,2.94042,11.73193,-1.48063,,,,,4614.651,-1475.39,107.691,,999,,,,100.0,,4845.651,*,,,,,,97.19,0.0,,,38.5631,-1.4441,5.117318640312,1.6576734,5.11731864031181,1.6576734,42.55944137,12.3032326,12.3032326,0.0,/*,0.0023,,,140.5847,,,0.00112,Ari,69.182353,38.5631,-1.4441496,,,155.885903,-43.707758,,8.325973,,,,,,,,,,,,,,,0.0023,38.5619,-1.4441,,
Cyllene (548),2023-Oct-01 00:00,2460218.5,,,36.4228,12.73472,38.21313,2.80423,13.39037,-1.85153,,,,,3806.981,-1994.72,117.617,,999,,,,100.0,,4298.813,*,,,,,,97.87,0.0,,,38.2632,-1.6113,4.934655466965,3.6046149,4.93465546696459,3.6046149,41.04027808,13.913809,13.9138089,0.0,/*,0.0026,,,70.7515,,,0.00137,Ari,69.182355,38.2631874,-1.6113074,,,155.782964,-44.042898,,8.328331,,,,,,,,,,,,,,,0.0026,38.2619,-1.6113,,
Cyllene (548),2023-Oct-02 00:00,2460219.5,,,36.5112,12.76038,38.30235,2.79195,13.34379,-1.83247,,,,,3801.508,-2009.89,117.83,,999,,,,100.0,,4301.034,*,,,,,,97.82,0.0,,,38.3531,-1.6146,4.936740926785,3.6171256,4.93674092678539,3.6171256,41.05762232,13.8757262,13.8757261,0.0,/*,0.0026,,,71.7369,,,0.00132,Ari,69.182353,38.3531185,-1.6145856,,,155.869404,-43.977883,,8.325973,,,,,,,,,,,,,,,0.0026,38.3518,-1.6145,,
Kore (549),2023-Oct-01 00:00,2460218.5,,,35.76641,12.71563,37.62176,3.05223,11.80752,0.140016,,,,,1681.714,-1101.91,123.217,,999,,,,100.0,,2010.776,*,,,,,,89.32,0.0,,,37.6506,-1.4235,5.131183472061,1.4555549,5.13118347206132,1.4555549,42.67475165,12.2933522,12.2933522,0.0,/*,0.0023,,,162.7832,,,-0.00402,Ari,69.182355,37.6505642,-1.4235178,,,155.017272,-44.373154,,8.328331,,,,,,,,,,,,,,,0.0023,37.6494,-1.4236,,
Kore (549),2023-Oct-02 00:00,2460219.5,,,35.8394,12.74916,37.70056,3.05317,11.79978,0.141663,,,,,1638.786,-1069.48,123.112,,999,,,,100.0,,1957.09,*,,,,,,89.31,0.0,,,37.7288,-1.4148,5.132018600774,1.436438,5.13201860077443,1.436438,42.68169721,12.2851467,12.2851467,0.0,/*,0.0023,,,163.283,,,-0.00402,Ari,69.182353,37.7287947,-1.4147532,,,155.081575,-44.309294,,8.325973,,,,,,,,,,,,,,,0.0023,37.7276,-1.4149,,
Herse (550),2023-Oct-01 00:00,2460218.5,,,35.08875,12.84775,37.07502,3.4475,16.3755,-2.01358,,,,,-283.173,321.046,318.59,,999,,,,100.0,,428.077,*,,,,,,97.01,0.0,,,37.0681,-1.0843,4.829309904726,-0.6751551,4.82930990472612,-0.6751551,40.16414575,16.0664488,16.0664489,0.0,/*,0.0031,,,4.0915,,,0.00165,Ari,69.182355,37.0680883,-1.0842792,,,154.1155,-44.573484,,8.328331,,,,,,,,,,,,,,,0.0031,37.0666,-1.0842,,
Herse (550),2023-Oct-02 00:00,2460219.5,,,35.19629,12.88108,37.1844,3.43406,16.37893,-2.01712,,,,,-216.229,301.721,324.376,,999,,,,100.0,,371.1959,*,,,,,,97.02,0.0,,,37.1781,-1.0869,4.828929636863,-0.6416977,4.82892963686345,-0.6416977,40.16098316,16.0675483,16.0675484,0.0,/*,0.0031,,,3.5361,,,0.00165,Ari,69.182353,37.1780831,-1.0868654,,,154.222904,-44.494493,,8.325973,,,,,,,,,,,,,,,0.0031,37.1766,-1.0868,,
2010J1 (551),2023-Oct-01 00:00,2460218.5,,,33.60378,12.55833,35.63561,3.79194,11.76872,-0.55413,,,,,-5456.13,1561.021,286.016,,999,,,,100.0,,5673.829,*,,,,,,92.7,0.0,,,35.6046,-0.8818,5.061425089826,-1.4309128,5.0614250898256,-1.4309128,42.09458888,12.0987196,12.0987197,0.0,/*,0.0023,,,122.8897,,,-0.00073,Ari,69.182355,35.6045642,-0.881827,,,152.485507,-45.498497,,8.328331,,,,,,,,,,,,,,,0.0023,35.6034,-0.8819,,
2010J1 (551),2023-Oct-02 00:00,2460219.5,,,33.67836,12.58801,35.7143,3.78822,11.78638,-0.55933,,,,,-5499.52,1576.704,286.048,,999,,,,100.0,,5719.843,*,,,,,,92.72,0.0,,,35.6831,-0.8779,5.06059474929,-1.4444356,5.06059474928963,-1.4444356,42.08768315,12.116476,12.1164761,0.0,/*,0.0023,,,122.3918,,,-0.00072,Ari,69.182353,35.6830816,-0.8779258,,,152.559119,-45.43922,,8.325973,,,,,,,,,,,,,,,0.0023,35.6819,-0.878,,
2010J2 (552),2023-Oct-01 00:00,2460218.5,,,35.63213,13.20808,37.70758,3.55452,10.73428,0.202916,,,,,1990.121,706.32,70.441,,999,,,,100.0,,2111.554,*,,,,,,88.92,0.0,,,37.6858,-0.9152,5.06968925726,0.5213291,5.06968925725953,0.5213291,42.16331987,10.977911,10.977911,0.0,/*,0.0021,,,152.5535,,,-0.00355,Ari,69.182355,37.6858409,-0.9152007,,,154.526471,-44.004671,,8.328331,,,,,,,,,,,,,,,0.0021,37.6848,-0.9153,,
2010J2 (552),2023-Oct-02 00:00,2460219.5,,,35.69836,13.23902,37.77922,3.55585,10.71716,0.196186,,,,,1921.464,740.154,68.915,,999,,,,100.0,,2058.898,*,,,,,,88.95,0.0,,,37.7569,-0.9068,5.069978554474,0.4804003,5.06997855447428,0.4804003,42.16572588,10.9590832,10.9590833,0.0,/*,0.0021,,,153.1764,,,-0.00352,Ari,69.182353,37.7568662,-0.9067549,,,154.584486,-43.946606,,8.325973,,,,,,,,,,,,,,,0.0021,37.7558,-0.9069,,
Dia (553),2023-Oct-01 00:00,2460218.5,,,35.91247,12.89088,37.82439,3.15253,14.14567,-2.78525,,,,,2409.933,-740.854,107.067,,999,,,,100.0,,2521.476,*,,,,,,101.14,0.0,,,37.842,-1.3036,5.001092055639,-2.9606308,5.00109205563897,-2.9606308,41.59281434,14.8246283,14.8246285,0.0,/*,0.0028,,,117.0579,,,0.00404,Ari,69.182355,37.8419586,-1.3035739,,,155.072445,-44.150811,,8.328331,,,,,,,,,,,,,,,0.0028,37.8406,-1.3034,,
Dia (553),2023-Oct-02 00:00,2460219.5,,,36.00812,12.91308,37.91858,3.13404,14.06709,-2.76072,,,,,2422.298,-778.366,107.793,,999,,,,100.0,,2544.533,*,,,,,,101.1,0.0,,,37.9374,-1.3126,4.999369456753,-3.0042184,4.99936945675284,-3.0042184,41.57848792,14.7477852,14.7477854,0.0,/*,0.0028,,,115.4537,,,0.004,Ari,69.182353,37.9374033,-1.3125849,,,155.170881,-44.086064,,8.325973,,,,,,,,,,,,,,,0.0028,37.936,-1.3125,,
2016J1 (554),2023-Oct-01 00:00,2460218.5,,,36.86816,12.80429,38.63792,2.68823,12.07579,-2.2355,,,,,5333.609,-2412.33,114.289,,999,,,,100.0,,5855.333,*,,,,,,100.49,0.0,,,38.6972,-1.6841,5.022556825235,2.0493165,5.02255682523475,2.0493165,41.77133138,12.5945312,12.5945312,0.0,/*,0.0024,,,109.6989,,,0.00307,Ari,69.182355,38.697185,-1.6840579,,,156.257557,-43.76619,,8.328331,,,,,,,,,,,,,,,0.0024,38.696,-1.684,,
2016J1 (554),2023-Oct-02 00:00,2460219.5,,,36.94959,12.82389,38.71843,2.67335,12.05212,-2.22709,,,,,5296.862,-2436.83,114.658,,999,,,,100.0,,5832.066,*,,,,,,100.47,0.0,,,38.7787,-1.6907,5.023737389958,2.0388677,5.0237373899584,2.0388677,41.78114984,12.5709435,12.5709435,0.0,/*,0.0024,,,110.1424,,,0.00304,Ari,69.182353,38.7787365,-1.6907436,,,156.338992,-43.709377,,8.325973,,,,,,,,,,,,,,,0.0024,38.7776,-1.6906,,
2003J18 (555),2023-Oct-01 00:00,2460218.5,,,34.63681,11.85587,36.2584,2.73068,11.54697,-1.87909,,,,,-3217.93,-2259.49,234.958,,999,,,,100.0,,3932.763,*,,,,,,99.24,0.0,,,36.3267,-1.8777,5.073504832993,-1.3600858,5.07350483299325,-1.3600858,42.19505304,12.0348531,12.0348532,0.0,/*,0.0023,,,136.8254,,,0.00171,Ari,69.182355,36.3267021,-1.8776632,,,154.228284,-45.656259,,8.328331,,,,,,,,,,,,,,,0.0023,36.3256,-1.8776,,
2003J18 (555),2023-Oct-02 00:00,2460219.5,,,34.71366,11.87671,36.33553,2.71818,11.56367,-1.87116,,,,,-3266.94,-2275.45,235.176,,999,,,,100.0,,3982.084,*,,,,,,99.19,0.0,,,36.4046,-1.8826,5.072713035894,-1.3817865,5.07271303589366,-1.3817865,42.18846787,12.0509209,12.0509211,0.0,/*,0.0023,,,136.2062,,,0.00167,Ari,69.182353,36.4046323,-1.8825817,,,154.308944,-45.602322,,8.325973,,,,,,,,,,,,,,,0.0023,36.4035,-1.8825,,
2011J2 (556),2023-Oct-01 00:00,2460218.5,,,36.02526,12.25696,37.66142,2.53004,16.13102,-0.53254,,,,,1824.243,-2981.79,148.518,,999,,,,100.0,,3495.933,*,,,,,,91.89,0.0,,,37.742,-1.9392,4.87035097611,1.8713424,4.87035097611046,1.8713424,40.50547393,15.9465791,15.9465792,0.0,/*,0.003,,,39.581,,,-0.00332,Ari,69.182355,37.7419743,-1.9391765,,,155.640667,-44.649977,,8.328331,,,,,,,,,,,,,,,0.003,37.7405,-1.9393,,
2011J2 (556),2023-Oct-02 00:00,2460219.5,,,36.12685,12.29831,37.769,2.52654,16.11346,-0.51713,,,,,1884.76,-2965.35,147.536,,999,,,,100.0,,3514.02,*,,,,,,91.84,0.0,,,37.8493,-1.932,4.871440495915,1.9015874,4.87144049591524,1.9015874,40.51453519,15.9360895,15.9360895,0.0,/*,0.003,,,39.9989,,,-0.00335,Ari,69.182353,37.8493307,-1.9319521,,,155.73337,-44.565073,,8.325973,,,,,,,,,,,,,,,0.003,37.8478,-1.9321,,
Eirene (557),2023-Oct-01 00:00,2460218.5,,,35.99607,13.58985,38.18921,3.75466,15.5856,-1.61229,,,,,3721.04,1426.827,68.985,,999,,,,100.0,,3984.487,*,,,,,,95.91,0.0,,,38.1442,-0.6681,4.850902371699,2.1923895,4.85090237169936,2.1923895,40.34372482,15.4689727,15.4689727,0.0,/*,0.0029,,,38.0997,,,0.00154,Ari,69.182355,38.144151,-0.668055,,,154.702347,-43.499746,,8.328331,,,,,,,,,,,,,,,0.0029,38.1427,-0.6681,,
Eirene (557),2023-Oct-02 00:00,2460219.5,,,36.09787,13.62313,38.29327,3.74389,15.56431,-1.6182,,,,,3768.884,1417.106,69.358,,999,,,,100.0,,4025.759,*,,,,,,95.94,0.0,,,38.2485,-0.6684,4.852175074847,2.2148818,4.85217507484686,2.2148818,40.35430957,15.4562523,15.4562523,0.0,/*,0.0029,,,38.6547,,,0.00156,Ari,69.182353,38.248547,-0.6683582,,,154.799578,-43.422828,,8.325973,,,,,,,,,,,,,,,0.0029,38.2471,-0.6684,,
Philophrosyne (558),2023-Oct-01 00:00,2460218.5,,,35.56272,11.75515,37.04098,2.2613,11.3254,-0.77408,,,,,-405.494,-3949.26,185.868,,999,,,,100.0,,3970.044,*,,,,,,93.91,0.0,,,37.1514,-2.268,5.12289613862,0.0128303,5.12289613861993,0.0128303,42.605828,11.7159943,11.7159944,0.0,/*,0.0022,,,147.1086,,,-0.00229,Ari,69.182355,37.1513722,-2.2680387,,,155.431033,-45.309145,,8.328331,,,,,,,,,,,,,,,0.0022,37.1503,-2.2681,,
Philophrosyne (558),2023-Oct-02 00:00,2460219.5,,,35.63506,11.78185,37.11655,2.25616,11.32617,-0.76713,,,,,-460.078,-3938.71,186.669,,999,,,,100.0,,3965.517,*,,,,,,93.87,0.0,,,37.2271,-2.2657,5.122898727659,-0.0038687,5.12289872765875,-0.0038687,42.60584954,11.7163043,11.7163044,0.0,/*,0.0022,,,147.1147,,,-0.00231,Ari,69.182353,37.2270748,-2.2656941,,,155.500267,-45.25123,,8.325973,,,,,,,,,,,,,,,0.0022,37.226,-2.2657,,
2017J1 (559),2023-Oct-01 00:00,2460218.5,,,37.35004,12.24538,38.83679,1.98524,12.65115,-1.28297,,,,,6048.311,-4943.08,129.198,,999,,,,100.0,,7814.125,*,,,,,,95.79,0.0,,,38.966,-2.3634,5.058852725542,2.1094784,5.05885272554162,2.1094784,42.07319518,13.1304548,13.1304548,0.0,/*,0.0025,,,114.1052,,,-0.00129,Ari,69.182355,38.9660312,-2.3633862,,,157.213441,-44.009279,,8.328331,,,,,,,,,,,,,,,0.0025,38.9648,-2.3634,,
2017J1 (559),2023-Oct-02 00:00,2460219.5,,,37.43228,12.27222,38.92113,1.97671,12.63746,-1.27682,,,,,6025.339,-4944.75,129.315,,999,,,,100.0,,7797.39,*,,,,,,95.77,0.0,,,39.0508,-2.3633,5.060069365002,2.1036558,5.06006936500165,2.1036558,42.08331366,13.1182725,13.1182725,0.0,/*,0.0025,,,114.4167,,,-0.00131,Ari,69.182353,39.0508288,-2.363345,,,157.290116,-43.944984,,8.325973,,,,,,,,,,,,,,,0.0025,39.0496,-2.3633,,
Eupheme (560),2023-Oct-01 00:00,2460218.5,,,36.49119,13.2943,38.50563,3.28616,14.39418,-2.8012,,,,,4858.184,-259.782,93.021,,999,,,,100.0,,4865.302,*,,,,,,101.01,0.0,,,38.5055,-1.1025,4.953635123122,2.8264421,4.95363512312234,2.8264421,41.19812706,14.9050363,14.9050363,0.0,/*,0.0028,,,81.6083,,,0.00439,Ari,69.182355,38.5054611,-1.1024776,,,155.480742,-43.523318,,8.328331,,,,,,,,,,,,,,,0.0028,38.5041,-1.1023,,
Eupheme (560),2023-Oct-02 00:00,2460219.5,,,36.58876,13.31692,38.6016,3.26749,14.34968,-2.79872,,,,,4876.976,-297.937,93.456,,999,,,,100.0,,4886.272,*,,,,,,101.04,0.0,,,38.6027,-1.1114,4.955269871572,2.834503,4.95526987157183,2.834503,41.21172285,14.8680364,14.8680364,0.0,/*,0.0028,,,82.3546,,,0.00439,Ari,69.182353,38.6026838,-1.1114014,,,155.57928,-43.456852,,8.325973,,,,,,,,,,,,,,,0.0028,38.6013,-1.1113,,
2003J19 (561),2023-Oct-01 00:00,2460218.5,,,35.39337,13.40397,37.5776,3.82935,11.29167,-0.85356,,,,,1523.002,1695.729,41.908,,999,,,,100.0,,2279.004,*,,,,,,94.32,0.0,,,37.5294,-0.6546,5.143367071296,0.8910931,5.14336707129579,0.8910931,42.77607956,11.767648,11.767648,0.0,/*,0.0022,,,161.8689,,,0.00046,Ari,69.182355,37.529425,-0.6546286,,,154.112932,-43.943105,,8.328331,,,,,,,,,,,,,,,0.0022,37.5283,-0.6547,,
2003J19 (561),2023-Oct-02 00:00,2460219.5,,,35.46615,13.43013,37.65303,3.82365,11.28657,-0.85755,,,,,1467.948,1704.24,40.72,,999,,,,100.0,,2249.048,*,,,,,,94.34,0.0,,,37.6049,-0.6528,5.143876543547,0.8731693,5.14387654354718,0.8731693,42.78031671,11.7625174,11.7625175,0.0,/*,0.0022,,,162.1264,,,0.00048,Ari,69.182353,37.6048846,-0.6528215,,,154.182232,-43.886497,,8.325973,,,,,,,,,,,,,,,0.0022,37.6038,-0.6528,,
Valetudo (562),2023-Oct-01 00:00,2460218.5,,,36.62541,12.29543,38.21172,2.32246,13.15872,-0.99872,,,,,3801.92,-3729.09,134.404,,999,,,,100.0,,5326.768,*,,,,,,94.34,0.0,,,38.3101,-2.0908,4.905305896904,-1.6047069,4.90530589690391,-1.6047069,40.79618515,13.1397692,13.1397694,0.0,/*,0.0025,,,62.5415,,,-0.00189,Ari,69.182355,38.3101206,-2.0907882,,,156.327299,-44.325272,,8.328331,,,,,,,,,,,,,,,0.0025,38.3089,-2.0908,,
Valetudo (562),2023-Oct-02 00:00,2460219.5,,,36.70995,12.3256,38.29948,2.31585,13.14808,-0.98466,,,,,3791.208,-3723.84,134.445,,999,,,,100.0,,5315.44,*,,,,,,94.28,0.0,,,38.3981,-2.0886,4.904381767714,-1.595442,4.90438176771425,-1.595442,40.7884994,13.1247649,13.1247651,0.0,/*,0.0025,,,62.1103,,,-0.00193,Ari,69.182353,38.3980897,-2.0885668,,,156.405951,-44.257717,,8.325973,,,,,,,,,,,,,,,0.0025,38.3968,-2.0886,,
2017J2 (563),2023-Oct-01 00:00,2460218.5,,,33.31925,12.47992,35.35003,3.83787,13.18988,-1.61595,,,,,-6482.46,1726.371,284.972,,999,,,,100.0,,6706.789,*,,,,,,96.98,0.0,,,35.3165,-0.8636,5.014246365548,-2.2001941,5.01424636554833,-2.2001941,41.7022154,13.6030318,13.6030319,0.0,/*,0.0026,,,104.4831,,,0.00193,Ari,69.182355,35.3164791,-0.863602,,,152.180657,-45.692934,,8.328331,,,,,,,,,,,,,,,0.0026,35.3152,-0.8636,,
2017J2 (563),2023-Oct-02 00:00,2460219.5,,,33.40565,12.50723,35.43824,3.82707,13.2123,-1.62233,,,,,-6491.66,1716.555,284.87,,999,,,,100.0,,6713.177,*,,,,,,97.0,0.0,,,35.4051,-0.8659,5.012974354539,-2.2046076,5.01297435453885,-2.2046076,41.6916364,13.6233418,13.6233419,0.0,/*,0.0026,,,104.005,,,0.00193,Ari,69.182353,35.4051276,-0.8658678,,,152.271254,-45.630862,,8.325973,,,,,,,,,,,,,,,0.0026,35.4038,-0.8658,,
2017J3 (564),2023-Oct-01 00:00,2460218.5,,,36.61103,13.38856,38.65101,3.32378,12.42391,0.071072,,,,,5380.668,-124.349,91.28,,999,,,,100.0,,5382.199,*,,,,,,89.67,0.0,,,38.6461,-1.0504,5.060940862351,2.0117344,5.06094086235142,2.0117344,42.09056168,12.8263475,12.8263475,0.0,/*,0.0024,,,124.1959,,,-0.00346,Ari,69.182355,38.6461007,-1.050429,,,155.556563,-43.383847,,8.328331,,,,,,,,,,,,,,,0.0024,38.6449,-1.0506,,
2017J3 (564),2023-Oct-02 00:00,2460219.5,,,36.6883,13.42318,38.73391,3.32425,12.40299,0.07032,,,,,5352.48,-93.608,90.959,,999,,,,100.0,,5353.369,*,,,,,,89.68,0.0,,,38.7284,-1.0416,5.062098983655,1.9987394,5.06209898365474,1.9987394,42.10019348,12.8061073,12.8061073,0.0,/*,0.0024,,,124.6391,,,-0.00345,Ari,69.182353,38.7284004,-1.0416119,,,155.62295,-43.316629,,8.325973,,,,,,,,,,,,,,,0.0024,38.7272,-1.0417,,
Pandia (565),2023-Oct-01 00:00,2460218.5,,,34.8221,12.89522,36.85824,3.5992,16.05226,-2.91208,,,,,-1062.23,867.162,309.239,,999,,,,100.0,,1371.141,*,,,,,,100.28,0.0,,,36.8378,-0.9546,5.038968225094,1.0225283,5.03896822509439,1.0225283,41.90782083,16.5933111,16.5933111,0.0,/*,0.0032,,,154.2256,,,0.0039,Ari,69.182355,36.8377874,-0.9546401,,,153.761868,-44.653841,,8.328331,,,,,,,,,,,,,,,0.0032,36.8362,-0.9545,,
Pandia (565),2023-Oct-02 00:00,2460219.5,,,34.93027,12.92226,36.96554,3.57971,16.07467,-2.93494,,,,,-1002.77,826.041,309.492,,999,,,,100.0,,1299.094,*,,,,,,100.35,0.0,,,36.9463,-0.9635,5.039540387066,0.9585992,5.03954038706604,0.9585992,41.91257936,16.6178689,16.6178689,0.0,/*,0.0032,,,155.5506,,,0.00393,Ari,69.182353,36.9462912,-0.9634911,,,153.874907,-44.580534,,8.325973,,,,,,,,,,,,,,,0.0032,36.9447,-0.9634,,
2017J5 (566),2023-Oct-01 00:00,2460218.5,,,36.5339,13.24774,38.52426,3.22657,13.78594,-0.41206,,,,,4925.127,-474.301,95.461,,999,,,,100.0,,4948.239,*,,,,,,91.71,0.0,,,38.53,-1.1599,4.95024478535,3.3611624,4.95024478534998,3.3611624,41.16993048,14.1595312,14.1595311,0.0,/*,0.0026,,,80.1243,,,-0.00225,Ari,69.182355,38.5299659,-1.1598917,,,155.562283,-43.543368,,8.328331,,,,,,,,,,,,,,,0.0026,38.5287,-1.16,,
2017J5 (566),2023-Oct-02 00:00,2460219.5,,,36.62091,13.28317,38.61616,3.22383,13.74177,-0.40981,,,,,4929.311,-455.119,95.235,,999,,,,100.0,,4950.589,*,,,,,,91.71,0.0,,,38.6216,-1.1534,4.952187706694,3.3669824,4.95218770669446,3.3669824,41.18608927,14.1233139,14.1233138,0.0,/*,0.0026,,,80.9761,,,-0.00225,Ari,69.182353,38.621552,-1.1533756,,,155.63972,-43.470756,,8.325973,,,,,,,,,,,,,,,0.0026,38.6202,-1.1535,,
2017J6 (567),2023-Oct-01 00:00,2460218.5,,,36.87593,12.32809,38.44834,2.25125,15.58762,-1.95239,,,,,4652.293,-3985.45,130.537,,999,,,,100.0,,6127.763,*,,,,,,97.14,0.0,,,38.5527,-2.1379,4.847495037293,1.2368048,4.84749503729311,1.2368048,40.31538689,15.3915305,15.3915305,0.0,/*,0.0029,,,49.2337,,,1e-05,Ari,69.182355,38.5526754,-2.137891,,,156.599631,-44.173885,,8.328331,,,,,,,,,,,,,,,0.0029,38.5512,-2.1379,,
2017J6 (567),2023-Oct-02 00:00,2460219.5,,,36.97829,12.35905,38.55229,2.23825,15.57468,-1.94593,,,,,4699.78,-4003.19,130.375,,999,,,,100.0,,6175.415,*,,,,,,97.12,0.0,,,38.6574,-2.1404,4.848213592062,1.2514737,4.84821359206187,1.2514737,40.32136292,15.3817061,15.3817062,0.0,/*,0.0029,,,49.5809,,,-1e-05,Ari,69.182353,38.6574028,-2.1403619,,,156.698021,-44.096604,,8.325973,,,,,,,,,,,,,,,0.0029,38.6559,-2.1403,,
