targetname,datetime_str,datetime_jd,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,IB_elong,IB_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,H,G
772 Tanete (A913 YD),2023-Oct-02 00:00,2460219.5,,,152.46866,41.46325,140.1957,21.50689,30.80763,1.93669,,,,,,,,,999,,13.098,6.751,100.0,5e-11,0.0,*,0.060688,,,,,86.4,0.0,,,138.827,28.0158,2.873370600245,-1.5268151,2.87337060024459,-1.5268151,23.89709459,17.9342704,17.9342712,0.0,/*,0.0034,,,,,,-0.05895,UMa,69.182353,138.8270079,28.0158305,,,178.810475,54.085609,,8.325973,0.032,0.01,0.033,0.00177,-16.796,0.000184,0.033,14.3778,2.7e-06,0.0,0.01,9.6e-05,291.1696,,0.0034,138.8251,28.0156,8.51,0.15
773 Irmintraud (A913 YF),2023-Oct-01 00:00,2460218.5,,,333.89029,-7.35396,332.82278,10.2944,33.11882,10.74229,,,,,,,,,999,,13.448,6.558,100.0,5e-11,0.0,*,0.047251,,,,,72.03,0.0,,,333.1226,3.2207,2.675031608983,0.8527124,2.67503160898328,0.8527124,22.2475595,18.7832755,18.7832748,0.0,/*,0.0036,,,,,,0.04678,Aqr,69.182355,333.122554,3.2206805,,,53.792441,-48.126919,,8.328331,0.026,0.02,0.033,0.00165,37.51,0.0001706,0.033,4.712,2.7e-06,0.01,0.02,3.1e-05,38.0376,,0.0036,333.1208,3.2202,9.17,0.15
773 Irmintraud (A913 YF),2023-Oct-02 00:00,2460219.5,,,334.07631,-7.21321,333.04719,10.36592,33.11414,10.71507,,,,,,,,,999,,13.449,6.558,100.0,5e-11,0.0,*,0.047242,,,,,72.07,0.0,,,333.3456,3.286,2.675525360225,0.8571079,2.67552536022458,0.8571079,22.2516659,18.7800192,18.7800186,0.0,/*,0.0036,,,,,,0.04679,Aqr,69.182353,333.3455951,3.2860306,,,54.120347,-48.204543,,8.325973,0.026,0.02,0.033,0.00165,37.533,0.0001707,0.033,4.6955,2.7e-06,0.01,0.02,3.1e-05,38.2691,,0.0036,333.3439,3.2855,9.17,0.15
774 Armor (A913 YE),2023-Oct-01 00:00,2460218.5,,,286.86364,-19.24631,285.25283,6.88172,38.61381,7.38007,,,,,,,,,999,,13.181,5.092,100.0,3e-11,0.0,*,0.02721,,,,,79.18,0.0,,,285.9219,3.2657,2.544488323696,0.3631929,2.54448832369637,0.3631929,21.1618641,20.1558941,20.1558935,0.0,/*,0.0039,,,,,,0.02033,Sgr,69.182355,285.9219153,3.2657212,,,17.312249,-12.062547,,8.328331,0.038,0.008,0.039,0.00143,11.058,0.0001742,0.039,7.6456,3.2e-06,0.01,0.04,5.1e-05,7.2566,,0.0039,285.92,3.2656,9.12,0.15
774 Armor (A913 YE),2023-Oct-02 00:00,2460219.5,,,287.13589,-19.19545,285.51213,6.93085,38.61131,7.357818,,,,,,,,,999,,13.181,5.092,100.0,3e-11,0.0,*,0.027207,,,,,79.21,0.0,,,286.1836,3.2863,2.544701851525,0.3762348,2.54470185152537,0.3762348,21.16363996,20.1544304,20.1544297,0.0,/*,0.0039,,,,,,0.02031,Sgr,69.182353,286.1835974,3.286287,,,17.46964,-12.274692,,8.325973,0.038,0.008,0.039,0.00143,11.148,0.000175,0.039,7.6001,3.2e-06,0.01,0.04,5.1e-05,7.5187,,0.0039,286.1817,3.2861,9.12,0.15
775 Lumiere (A914 AA),2023-Oct-01 00:00,2460218.5,,,115.94362,21.88859,113.67636,-3.89792,31.25815,-8.34437,,,,,,,,,999,,14.836,5.548,100.0,1e-11,0.0,*,0.015664,,,,,104.95,0.0,,,113.9519,0.5807,2.813034248439,0.1068464,2.81303424843854,0.1068464,23.39529245,18.3354421,18.3354429,0.0,/*,0.0035,,,,,,0.03199,Gem,69.182355,113.9518701,0.5806887,,,198.297621,20.912678,,8.328331,0.037,0.013,0.039,0.00203,-19.477,0.0002502,0.039,8.3023,3.1e-06,0.01,0.03,5.5e-05,5.377,,0.0035,113.9501,0.581,10.34,0.15
775 Lumiere (A914 AA),2023-Oct-02 00:00,2460219.5,,,116.16293,21.8173,113.88524,-3.95353,31.25885,-8.33619,,,,,,,,,999,,14.836,5.548,100.0,1e-11,0.0,*,0.015664,,,,,104.93,0.0,,,114.1648,0.5461,2.813097187897,0.1111073,2.81309718789708,0.1111073,23.3958159,18.3350628,18.3350636,0.0,/*,0.0035,,,,,,0.03199,Gem,69.182353,114.1647618,0.5460557,,,198.44967,21.075055,,8.325973,0.037,0.013,0.039,0.00202,-19.557,0.00025,0.039,8.2772,3.1e-06,0.01,0.03,5.5e-05,5.5921,,0.0035,114.163,0.5463,10.34,0.15
776 Berbericia (A914 BE),2023-Oct-01 00:00,2460218.5,,,67.96838,18.40761,68.62042,-2.5827,38.02082,7.195381,,,,,,,,,999,,11.812,6.128,100.0,9e-11,0.0,*,0.082362,,,,,79.28,0.0,,,69.1103,-3.4482,2.539754895597,1.9811024,2.53975489559677,1.9811024,21.12249738,19.8982721,19.8982724,0.0,/*,0.0038,,,,,,-0.05096,Tau,69.182355,69.1102707,-3.4481849,,,178.751652,-19.819207,,8.328331,0.033,0.017,0.038,0.00235,26.945,0.0002768,0.038,4.7668,3.1e-06,0.01,0.03,3.2e-05,42.5576,,0.0038,69.1085,-3.4488,7.76,0.34
776 Berbericia (A914 BE),2023-Oct-02 00:00,2460219.5,,,68.2117,18.5226,68.87403,-2.53472,37.98502,7.196403,,,,,,,,,999,,11.813,6.129,100.0,9e-11,0.0,*,0.082324,,,,,79.27,0.0,,,69.356,-3.3688,2.540901872721,1.9907983,2.54090187272149,1.9907983,21.1320365,19.8903193,19.8903196,0.0,/*,0.0038,,,,,,-0.0509,Tau,69.182353,69.3560303,-3.3687877,,,178.811273,-19.567538,,8.325973,0.033,0.017,0.038,0.00235,26.869,0.0002774,0.038,4.776,3.1e-06,0.01,0.03,3.2e-05,42.8163,,0.0038,69.3542,-3.3694,7.76,0.34
777 Gutemberga (A914 BF),2023-Oct-01 00:00,2460218.5,,,102.00952,23.43128,100.77097,-2.63881,24.98104,-8.82745,,,,,,,,,999,,14.801,7.022,100.0,2e-11,0.0,*,0.031382,,,,,109.46,0.0,,,101.0066,0.4497,3.152385717915,-1.9436901,3.15238571791484,-1.9436901,26.21759256,16.9385606,16.9385614,0.0,/*,0.0032,,,,,,0.03896,Gem,69.182355,101.0065826,0.4496795,,,191.501094,9.741768,,8.328331,0.029,0.009,0.03,0.0016,-17.115,0.0001518,0.03,18.9578,2.6e-06,0.0,0.01,0.000126,273.0142,,0.0032,101.005,0.45,9.81,0.15
777 Gutemberga (A914 BF),2023-Oct-02 00:00,2460219.5,,,102.19296,23.3776,100.93775,-2.69767,25.00003,-8.83035,,,,,,,,,999,,14.799,7.021,100.0,2e-11,0.0,*,0.031393,,,,,109.45,0.0,,,101.1788,0.4102,3.151263224045,-1.9433808,3.15126322404466,-1.9433808,26.20825707,16.944478,16.9444788,0.0,/*,0.0032,,,,,,0.03896,Gem,69.182353,101.1788246,0.4102345,,,191.623647,9.870756,,8.325973,0.029,0.009,0.03,0.0016,-17.189,0.000152,0.03,18.9692,2.6e-06,0.0,0.01,0.000127,273.1908,,0.0032,101.1773,0.4106,9.81,0.15
778 Theobalda (A914 BG),2023-Oct-01 00:00,2460218.5,,,230.59398,-32.63863,238.33616,-15.92324,18.41734,2.720692,,,,,,,,,999,,15.615,6.924,100.0,1e-11,0.0,*,0.020616,,,,,81.6,0.0,,,236.6255,-13.6516,3.699675763056,2.8356026,3.69967576305588,2.8356026,30.76926507,14.1631417,14.1631415,0.0,/*,0.0027,,,,,,0.02878,Lup,69.182355,236.6254965,-13.6516477,,,336.26163,20.290245,,8.328331,0.014,0.004,0.014,0.00127,-13.222,5.73e-05,0.014,2.3189,1.3e-06,0.0,0.02,1.5e-05,140.2027,,0.0026,236.6241,-13.6517,9.93,0.15
778 Theobalda (A914 BG),2023-Oct-02 00:00,2460219.5,,,230.73711,-32.6681,238.46377,-15.90507,18.3994,2.72953,,,,,,,,,999,,15.617,6.925,100.0,1e-11,0.0,*,0.020606,,,,,81.56,0.0,,,236.7531,-13.6488,3.701311319439,2.8282405,3.70131131943851,2.8282405,30.78286758,14.1556548,14.1556546,0.0,/*,0.0027,,,,,,0.02878,Lup,69.182353,236.7531285,-13.6488445,,,336.347859,20.196196,,8.325973,0.014,0.003,0.014,0.00127,-13.146,5.73e-05,0.014,2.3115,1.3e-06,0.0,0.02,1.5e-05,140.3267,,0.0026,236.7518,-13.6489,9.93,0.15
779 Nina (A914 BH),2023-Oct-01 00:00,2460218.5,,,171.67752,-11.65144,177.41084,-21.09176,23.16757,-1.05841,,,,,,,,,999,,13.053,5.505,100.0,2e-11,0.0,*,0.034895,,,,,92.62,0.0,,,177.0624,-13.9858,3.183603445306,-1.7789929,3.1836034453064,-1.7789929,26.47722248,14.9807631,14.9807636,0.0,/*,0.0028,,,,,,0.04286,Crt,69.182355,177.0623523,-13.9858263,,,272.237991,46.109766,,8.328331,0.017,0.009,0.019,0.00148,-28.023,8.7e-05,0.019,9.496,1.6e-06,0.0,0.01,6.3e-05,204.7515,,0.0028,177.0609,-13.9857,8.02,0.15
779 Nina (A914 BH),2023-Oct-02 00:00,2460219.5,,,171.81691,-11.72417,177.57645,-21.09873,23.18368,-1.03497,,,,,,,,,999,,13.052,5.504,100.0,2e-11,0.0,*,0.034906,,,,,92.56,0.0,,,177.2213,-13.9969,3.182572981417,-1.7893923,3.18257298141693,-1.7893923,26.46865238,14.9867943,14.9867948,0.0,/*,0.0028,,,,,,0.04286,Crt,69.182353,177.2213328,-13.996925,,,272.461068,46.108395,,8.325973,0.017,0.009,0.019,0.00148,-27.995,8.7e-05,0.019,9.5094,1.6e-06,0.0,0.01,6.3e-05,204.9062,,0.0028,177.2199,-13.9968,8.02,0.15
780 Armenia (A914 BJ),2023-Oct-01 00:00,2460218.5,,,107.33526,10.54018,105.78532,-15.58412,25.2989,3.850223,,,,,,,,,999,,14.075,7.501,100.0,4e-11,0.0,*,0.054658,,,,,81.35,0.0,,,107.4168,-11.8571,3.185113600562,1.5449936,3.1851136005623,1.5449936,26.48978206,16.4933992,16.4934,0.0,/*,0.0031,,,,,,-0.03542,CMi,69.182355,107.4168473,-11.857122,,,205.501961,8.724964,,8.328331,0.028,0.004,0.028,0.00139,8.313,0.0001243,0.029,5.0592,2.2e-06,0.0,0.02,3.4e-05,109.2868,,0.0031,107.4153,-11.8575,9.04,0.15
780 Armenia (A914 BJ),2023-Oct-02 00:00,2460219.5,,,107.50702,10.56417,105.96034,-15.55839,25.28158,3.8688,,,,,,,,,999,,14.077,7.502,100.0,4e-11,0.0,*,0.054642,,,,,81.3,0.0,,,107.5851,-11.8128,3.186005434254,1.5433632,3.18600543425359,1.5433632,26.49719922,16.4886735,16.4886743,0.0,/*,0.0031,,,,,,-0.03544,CMi,69.182353,107.585107,-11.8127624,,,205.555435,8.887123,,8.325973,0.028,0.004,0.028,0.00139,8.283,0.0001245,0.029,5.0501,2.2e-06,0.0,0.02,3.4e-05,109.4573,,0.0031,107.5836,-11.8132,9.04,0.15
781 Kartvelia (A914 BK),2023-Oct-01 00:00,2460218.5,,,90.88638,9.17333,88.88621,-16.04257,20.66876,2.032239,,,,,,,,,999,,15.058,7.051,100.0,2e-11,0.0,*,0.028248,,,,,84.38,0.0,,,90.9029,-14.2632,3.559644869254,0.7873108,3.55964486925354,0.7873108,29.60466364,14.9146823,14.9146831,0.0,/*,0.0028,,,,,,-0.03506,Ori,69.182355,90.9028802,-14.2631862,,,199.240436,-6.290827,,8.328331,0.019,0.004,0.02,0.0011,12.664,6.87e-05,0.02,7.2073,1.7e-06,0.0,0.02,4.8e-05,156.8236,,0.0028,90.9014,-14.2635,9.54,0.15
781 Kartvelia (A914 BK),2023-Oct-02 00:00,2460219.5,,,91.02328,9.20335,89.02956,-16.02898,20.66207,2.046005,,,,,,,,,999,,15.058,7.051,100.0,2e-11,0.0,*,0.028244,,,,,84.34,0.0,,,91.0421,-14.2322,3.560098289045,0.7828463,3.56009828904497,0.7828463,29.60843462,14.9125449,14.9125456,0.0,/*,0.0028,,,,,,-0.03507,Ori,69.182353,91.0420976,-14.2322407,,,199.279546,-6.15796,,8.325973,0.019,0.004,0.02,0.0011,12.642,6.87e-05,0.02,7.2222,1.7e-06,0.0,0.02,4.8e-05,156.9627,,0.0028,91.0407,-14.2326,9.54,0.15
782 Montefiore (A914 FA),2023-Oct-01 00:00,2460218.5,,,197.89706,-2.52466,197.25327,-1.48872,49.04567,1.211468,,,,,,,,,999,,14.625,4.195,100.0,1e-11,0.0,*,0.009258,,,,,88.59,0.0,,,197.4697,4.6867,2.108505351375,0.4439822,2.10850535137539,0.4439822,17.53590428,20.8451078,20.845108,0.0,/*,0.004,,,,,,-0.01382,Vir,69.182355,197.4696955,4.6866778,,,313.021763,59.951742,,8.328331,0.014,0.006,0.015,0.00084,-24.243,3.92e-05,0.015,3.0159,1.5e-06,0.0,0.0,2e-05,34.2616,,0.004,197.4677,4.6868,11.38,0.15
782 Montefiore (A914 FA),2023-Oct-02 00:00,2460219.5,,,198.19446,-2.66134,197.58031,-1.48062,49.03353,1.218422,,,,,,,,,999,,14.625,4.195,100.0,1e-11,0.0,*,0.009257,,,,,88.58,0.0,,,197.7975,4.673,2.108762848614,0.4477072,2.10876284861359,0.4477072,17.53804582,20.8426487,20.8426488,0.0,/*,0.004,,,,,,-0.01381,Vir,69.182353,197.7975313,4.6729642,,,313.562214,59.769228,,8.325973,0.014,0.006,0.015,0.00084,-24.231,3.93e-05,0.015,3.0149,1.5e-06,0.0,0.0,2e-05,34.5889,,0.004,197.7955,4.673,11.38,0.15
783 Nora (A914 FB),2023-Oct-01 00:00,2460218.5,,,70.01992,13.20963,69.13602,-8.11883,31.6472,-2.42022,,,,,,,,,999,,15.37,6.642,100.0,2e-11,0.0,*,0.020269,,,,,94.37,0.0,,,70.325,-8.8754,2.633874068272,3.3561481,2.63387406827224,3.3561481,21.90526267,17.1731624,17.1731627,0.0,/*,0.0032,,,,,,-0.01982,Tau,69.182355,70.3250407,-8.8753932,,,184.432437,-21.44828,,8.328331,0.017,0.003,0.017,0.00071,10.829,3.79e-05,0.017,5.8362,1.7e-06,0.01,0.02,3.9e-05,133.2437,,0.0032,70.3234,-8.8755,11.16,0.15
783 Nora (A914 FB),2023-Oct-02 00:00,2460219.5,,,70.23328,13.24926,69.34899,-8.1349,31.60196,-2.40005,,,,,,,,,999,,15.373,6.644,100.0,2e-11,0.0,*,0.020254,,,,,94.34,0.0,,,70.5388,-8.8646,2.635809016271,3.3444797,2.63580901627133,3.3444797,21.92135514,17.1587302,17.1587305,0.0,/*,0.0032,,,,,,-0.01982,Tau,69.182353,70.5387585,-8.8645645,,,184.530888,-21.257757,,8.325973,0.017,0.003,0.017,0.00072,10.781,3.79e-05,0.017,5.8069,1.7e-06,0.01,0.02,3.9e-05,133.4557,,0.0032,70.5371,-8.8646,11.16,0.15
784 Pickeringia (A914 FC),2023-Oct-01 00:00,2460218.5,,,187.49393,-1.48085,187.4391,-5.12393,35.36812,-5.9116,,,,,,,,,999,,13.584,6.292,100.0,4e-11,0.0,*,0.039272,,,,,99.49,0.0,,,187.4667,1.6131,2.654120508464,-3.8252204,2.65412050846353,-3.8252204,22.07364718,19.5518864,19.5518866,0.0,/*,0.0037,,,,,,0.00444,Vir,69.182355,187.466718,1.613144,,,291.840319,60.927867,,8.328331,0.029,0.021,0.035,0.00096,-35.311,0.0001071,0.035,22.4016,3.1e-06,0.0,0.01,0.000149,294.4827,,0.0037,187.4649,1.6135,9.34,0.15
784 Pickeringia (A914 FC),2023-Oct-02 00:00,2460219.5,,,187.689,-1.61948,187.67605,-5.16333,35.42923,-5.90831,,,,,,,,,999,,13.58,6.29,100.0,4e-11,0.0,*,0.039304,,,,,99.47,0.0,,,187.7007,1.5627,2.651913340458,-3.8179012,2.65191334045829,-3.8179012,22.05529072,19.5661152,19.5661154,0.0,/*,0.0037,,,,,,0.00448,Vir,69.182353,187.7006841,1.5626713,,,292.283123,60.823945,,8.325973,0.029,0.021,0.036,0.00096,-35.306,0.0001071,0.036,22.3854,3.1e-06,0.0,0.01,0.000149,294.7222,,0.0037,187.6989,1.5631,9.34,0.15
785 Zwetana (A914 FD),2023-Oct-01 00:00,2460218.5,,,22.83861,-1.2132,20.05083,-4.0396,23.96281,1.602028,,,,,,,,,999,,14.428,5.872,100.0,1e-11,0.0,*,0.021945,,,,,86.18,0.0,,,20.6695,-10.0078,3.107520172673,0.2510571,3.10752017267313,0.2510571,25.8444572,15.0375938,15.0375935,0.0,/*,0.0029,,,,,,-0.02585,Cet,69.182355,20.6695367,-10.0078399,,,144.870315,-62.372532,,8.328331,0.015,0.009,0.018,0.00131,29.719,7.33e-05,0.018,2.058,1.5e-06,0.0,0.02,1.4e-05,176.3646,,0.0029,20.6681,-10.008,9.5,0.15
785 Zwetana (A914 FD),2023-Oct-02 00:00,2460219.5,,,22.97752,-1.13355,20.21097,-4.0289,23.96039,1.606632,,,,,,,,,999,,14.428,5.873,100.0,1e-11,0.0,*,0.021944,,,,,86.16,0.0,,,20.8305,-9.9856,3.107661994674,0.2400606,3.10766199467365,0.2400606,25.8456367,15.0367839,15.0367837,0.0,/*,0.0029,,,,,,-0.02582,Cet,69.182353,20.8305277,-9.9855827,,,145.094739,-62.25105,,8.325973,0.015,0.009,0.018,0.00131,29.722,7.33e-05,0.018,2.049,1.5e-06,0.0,0.02,1.4e-05,176.5239,,0.0029,20.8291,-9.9858,9.5,0.15
786 Bredichina (A914 HD),2023-Oct-01 00:00,2460218.5,,,3.41199,-14.35686,356.90495,-7.39383,21.49422,-0.77624,,,,,,,,,999,,14.387,7.289,100.0,3e-11,0.0,*,0.042939,,,,,92.07,0.0,,,357.2924,-14.5032,3.477872085914,1.9420764,3.47787208591378,1.9420764,28.92458014,15.1947223,15.1947216,0.0,/*,0.0029,,,,,,-0.03121,Cet,69.182355,357.2923667,-14.5031797,,,86.453593,-74.486062,,8.328331,0.018,0.008,0.02,0.00184,24.095,0.0001143,0.02,2.5149,1.7e-06,0.0,0.02,1.7e-05,133.7015,,0.0029,357.2909,-14.5032,8.97,0.15
786 Bredichina (A914 HD),2023-Oct-02 00:00,2460219.5,,,3.54754,-14.29942,357.0494,-7.39898,21.48067,-0.76876,,,,,,,,,999,,14.388,7.29,100.0,3e-11,0.0,*,0.042925,,,,,92.05,0.0,,,357.4404,-14.5047,3.478992375529,1.9374136,3.47899237552914,1.9374136,28.93389731,15.1893404,15.1893398,0.0,/*,0.0029,,,,,,-0.03119,Cet,69.182353,357.4404186,-14.5046613,,,86.982924,-74.509095,,8.325973,0.018,0.008,0.02,0.00184,24.13,0.0001144,0.02,2.5229,1.7e-06,0.0,0.02,1.7e-05,133.8441,,0.0029,357.4389,-14.5046,8.97,0.15
787 Moskva (A914 HC),2023-Oct-01 00:00,2460218.5,,,231.75513,-7.3921,230.06866,7.98349,37.95113,11.34339,,,,,,,,,999,,13.568,4.307,100.0,2e-11,0.0,*,0.015855,,,,,73.36,0.0,,,231.282,11.0558,2.428560618507,-2.3797481,2.42856061850681,-2.3797481,20.19772277,19.5255188,19.5255185,0.0,/*,0.0037,,,,,,-0.00515,Lib,69.182355,231.2820338,11.0557784,,,356.095639,38.920862,,8.328331,0.029,0.003,0.029,0.00121,-4.58,0.0001108,0.029,7.1947,2.6e-06,0.0,0.02,4.8e-05,282.5813,,0.0037,231.2802,11.0555,9.71,0.15
787 Moskva (A914 HC),2023-Oct-02 00:00,2460219.5,,,232.02073,-7.41298,230.32434,8.05908,38.00116,11.33256,,,,,,,,,999,,13.566,4.305,100.0,2e-11,0.0,*,0.015864,,,,,73.39,0.0,,,231.5472,11.1015,2.427186903825,-2.3772607,2.42718690382521,-2.3772607,20.18629794,19.5360977,19.5360974,0.0,/*,0.0037,,,,,,-0.0052,Lib,69.182353,231.5472171,11.1014515,,,356.311208,38.716895,,8.325973,0.029,0.003,0.029,0.00121,-4.546,0.0001111,0.029,7.1779,2.6e-06,0.0,0.02,4.8e-05,282.8454,,0.0037,231.5454,11.1011,9.71,0.15
788 Hohensteina (A914 HE),2023-Oct-01 00:00,2460218.5,,,130.9128,7.27111,130.2471,-16.4396,26.81085,2.626018,,,,,,,,,999,,13.747,6.958,100.0,4e-11,0.0,*,0.049511,,,,,84.41,0.0,,,131.3522,-10.4901,3.099364203936,-2.3040715,3.0993642039359,-2.3040715,25.77662608,16.9781591,16.97816,0.0,/*,0.0032,,,,,,-0.00785,Cnc,69.182355,131.3521759,-10.4900708,,,219.45388,28.22275,,8.328331,0.029,0.004,0.029,0.00225,-5.563,0.0002045,0.029,18.8199,2.5e-06,0.0,0.01,0.000126,265.1628,,0.0032,131.3506,-10.4903,8.83,0.15
788 Hohensteina (A914 HE),2023-Oct-02 00:00,2460219.5,,,131.09309,7.25384,130.43352,-16.42201,26.83148,2.652969,,,,,,,,,999,,13.745,6.957,100.0,4e-11,0.0,*,0.049532,,,,,84.35,0.0,,,131.5322,-10.4593,3.098033304941,-2.3046774,3.09803330494143,-2.3046774,25.76555733,16.9854133,16.9854141,0.0,/*,0.0032,,,,,,-0.00789,Cnc,69.182353,131.532186,-10.4592538,,,219.563462,28.374318,,8.325973,0.029,0.004,0.029,0.00225,-5.586,0.0002047,0.029,18.8278,2.5e-06,0.0,0.01,0.000126,265.3431,,0.0032,131.5306,-10.4595,8.83,0.15
789 Lena (A914 MA),2023-Oct-01 00:00,2460218.5,,,188.34031,-11.2598,192.58953,-13.52355,34.97048,7.10333,,,,,,,,,999,,15.54,5.667,100.0,1e-11,0.0,*,0.011961,,,,,78.52,0.0,,,192.109,-7.0397,2.591649309954,-2.6904691,2.59164930995356,-2.6904691,21.55409006,18.8250604,18.8250606,0.0,/*,0.0036,,,,,,0.02648,Vir,69.182355,192.108994,-7.0397478,,,295.822683,51.36225,,8.328331,0.028,0.008,0.029,0.00074,-15.24,6.82e-05,0.029,10.8828,2.5e-06,0.0,0.01,7.3e-05,275.517,,0.0036,192.1072,-7.04,11.4,0.15
789 Lena (A914 MA),2023-Oct-02 00:00,2460219.5,,,188.57461,-11.32206,192.82941,-13.47605,35.00549,7.146076,,,,,,,,,999,,15.538,5.666,100.0,1e-11,0.0,*,0.011968,,,,,78.46,0.0,,,192.3464,-7.0058,2.590095739864,-2.6893537,2.59009573986425,-2.6893537,21.54116941,18.8359693,18.8359695,0.0,/*,0.0036,,,,,,0.02646,Vir,69.182353,192.3463873,-7.0058218,,,296.199197,51.325494,,8.325973,0.028,0.008,0.029,0.00074,-15.194,6.82e-05,0.029,10.8715,2.5e-06,0.0,0.01,7.3e-05,275.7554,,0.0036,192.3446,-7.0061,11.4,0.15
790 Pretoria (A912 BE),2023-Oct-01 00:00,2460218.5,,,76.62504,20.72659,77.10304,-2.33538,16.28893,-8.55475,,,,,,,,,999,,13.943,7.62,100.0,3e-11,0.0,*,0.061377,,,,,117.71,0.0,,,77.4964,-2.134,3.827248727544,1.3303256,3.82724872754363,1.3303256,31.83025707,14.24864,14.2486407,0.0,/*,0.0027,,,,,,0.04128,Tau,69.182355,77.4963532,-2.1340317,,,181.961572,-11.921794,,8.328331,0.013,0.005,0.014,0.00297,-15.82,0.00013,0.014,11.0272,1.2e-06,0.0,0.02,7.4e-05,148.2844,,0.0027,77.4951,-2.1336,8.11,0.15
790 Pretoria (A912 BE),2023-Oct-02 00:00,2460219.5,,,76.75156,20.69445,77.21171,-2.39239,16.28304,-8.55004,,,,,,,,,999,,13.943,7.621,100.0,3e-11,0.0,*,0.061365,,,,,117.7,0.0,,,77.6113,-2.1769,3.828015714818,1.325696,3.82801571481804,1.325696,31.8366359,14.2453488,14.2453495,0.0,/*,0.0027,,,,,,0.04124,Tau,69.182353,77.6113379,-2.1768811,,,182.058247,-11.843762,,8.325973,0.013,0.005,0.014,0.00297,-15.874,0.0001301,0.014,11.0406,1.2e-06,0.0,0.02,7.4e-05,148.4081,,0.0027,77.6101,-2.1764,8.11,0.15
791 Ani (A914 MB),2023-Oct-01 00:00,2460218.5,,,206.34435,5.88909,201.15001,9.77636,21.62663,3.521313,,,,,,,,,999,,14.726,7.828,100.0,3e-11,0.0,*,0.047097,,,,,80.75,0.0,,,202.2223,15.6479,3.421292640659,-2.5767044,3.42129264065888,-2.5767044,28.45402324,15.3210764,15.3210764,0.0,/*,0.0029,,,,,,-0.03359,Vir,69.182355,202.2223271,15.647869,,,336.484116,65.185361,,8.328331,0.018,0.006,0.019,0.00106,-17.261,6.4e-05,0.019,16.6077,1.7e-06,0.01,0.02,0.000111,231.2795,,0.0029,202.2208,15.6477,9.38,0.15
791 Ani (A914 MB),2023-Oct-02 00:00,2460219.5,,,206.48495,5.84672,201.29639,9.79981,21.64702,3.514974,,,,,,,,,999,,14.724,7.828,100.0,3e-11,0.0,*,0.047118,,,,,80.78,0.0,,,202.3736,15.6603,3.419802941093,-2.5819502,3.41980294109271,-2.5819502,28.44163379,15.3284484,15.3284484,0.0,/*,0.0029,,,,,,-0.03361,Vir,69.182353,202.3735514,15.6602564,,,336.72294,65.079197,,8.325973,0.018,0.006,0.019,0.00106,-17.275,6.41e-05,0.019,16.6352,1.7e-06,0.01,0.02,0.000111,231.4256,,0.0029,202.3721,15.6601,9.38,0.15
792 Metcalfia (A907 FC),2023-Oct-01 00:00,2460218.5,,,329.37241,-4.12177,329.52752,14.80091,27.23546,2.701777,,,,,,,,,999,,14.904,6.949,100.0,2e-11,0.0,*,0.028941,,,,,84.33,0.0,,,330.0363,7.8269,2.944436766082,-0.7586829,2.94443676608192,-0.7586829,24.48813387,16.2530521,16.2530514,0.0,/*,0.0031,,,,,,0.02797,Aqr,69.182355,330.0362933,7.8268832,,,54.114769,-42.59542,,8.328331,0.018,0.008,0.02,0.00097,23.453,6.01e-05,0.02,4.7474,1.7e-06,0.0,0.01,3.2e-05,198.0919,,0.0031,330.0347,7.8268,10.21,0.15
792 Metcalfia (A907 FC),2023-Oct-02 00:00,2460219.5,,,329.53973,-4.04797,329.71537,14.81885,27.24587,2.679753,,,,,,,,,999,,14.903,6.949,100.0,2e-11,0.0,*,0.028945,,,,,84.38,0.0,,,330.2201,7.8384,2.94399645011,-0.7660885,2.9439964501096,-0.7660885,24.48447187,16.2558251,16.2558244,0.0,/*,0.0031,,,,,,0.02796,Aqr,69.182353,330.2201321,7.8384191,,,54.324274,-42.693162,,8.325973,0.018,0.008,0.02,0.00097,23.465,6e-05,0.02,4.7546,1.7e-06,0.0,0.01,3.2e-05,198.2747,,0.0031,330.2186,7.8383,10.21,0.15
